GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AJ6QE001,AJ6QE002,AJ6QE003,AJ6QE004,AJ6QE005,AJ6QE006,AJ6QE007,AJ6QE008,AJ6QE009,AJ6QE010,AJ6QE011,AJ6QE012,AJ6QE013,AJ6QE014,AJ6QE015,AJ6QE016,AJ6QE017,AJ6QE018,AJ6QE019,AJ6QE020,AJ6QE021,AJ6QE022,AJ6QE023,AJ6QE024,AJ6QE025,AJ6QE026,AJ6QE027,AJ6QE028,AJ6QE029,AJ6QE030,AJ6QE031,NAME_M,AJ6QM001,AJ6QM002,AJ6QM003,AJ6QM004,AJ6QM005,AJ6QM006,AJ6QM007,AJ6QM008,AJ6QM009,AJ6QM010,AJ6QM011,AJ6QM012,AJ6QM013,AJ6QM014,AJ6QM015,AJ6QM016,AJ6QM017,AJ6QM018,AJ6QM019,AJ6QM020,AJ6QM021,AJ6QM022,AJ6QM023,AJ6QM024,AJ6QM025,AJ6QM026,AJ6QM027,AJ6QM028,AJ6QM029,AJ6QM030,AJ6QM031
"G5091","2014-2018",,,,,,,,,"Kawaihae Hawaiian Home Land, HI","5091",,,,,,,,,,,,,,,,,,,,,,"Kawaihae Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kawaihae Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5098","2014-2018",,,,,,,,,"Keahuolu Hawaiian Home Land, HI","5098",,,,,,,,,,,,,,,,,,,,,,"Keahuolu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keahuolu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5101","2014-2018",,,,,,,,,"Kealakehe Hawaiian Home Land, HI","5101",,,,,,,,,,,,,,,,,,,,,,"Kealakehe Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kealakehe Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5104","2014-2018",,,,,,,,,"Keanae-Wailua Hawaiian Home Land, HI","5104",,,,,,,,,,,,,,,,,,,,,,"Keanae-Wailua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keanae-Wailua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5106","2014-2018",,,,,,,,,"Keaukaha Hawaiian Home Land, HI","5106",,,,,,,,,,,,,,,,,,,,,,"Keaukaha Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keaukaha Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5111","2014-2018",,,,,,,,,"Kekaha Hawaiian Home Land, HI","5111",,,,,,,,,,,,,,,,,,,,,,"Kekaha Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kekaha Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5114","2014-2018",,,,,,,,,"Keokea (Agricultural) Hawaiian Home Land, HI","5114",,,,,,,,,,,,,,,,,,,,,,"Keokea (Agricultural) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keokea (Agricultural) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5116","2014-2018",,,,,,,,,"Keoniki Hawaiian Home Land, HI","5116",,,,,,,,,,,,,,,,,,,,,,"Keoniki Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keoniki Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5120","2014-2018",,,,,,,,,"Kewalo Hawaiian Home Land, HI","5120",,,,,,,,,,,,,,,,,,,,,,"Kewalo Hawaiian Home Land, HI",10,8,0,0,0,0,0,0,0,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Kewalo Hawaiian Home Land, HI",16,13,11,11,11,11,11,11,11,5,5,11,11,4,11,11,3,11,11,11,11,11,11,11,11,11,11,3,11,11,11
"G5123","2014-2018",,,,,,,,,"Kolaoa Hawaiian Home Land, HI","5123",,,,,,,,,,,,,,,,,,,,,,"Kolaoa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kolaoa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5133","2014-2018",,,,,,,,,"Lalamilo Hawaiian Home Land, HI","5133",,,,,,,,,,,,,,,,,,,,,,"Lalamilo Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lalamilo Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5134","2014-2018",,,,,,,,,"Lanai City Hawaiian Home Land, HI","5134",,,,,,,,,,,,,,,,,,,,,,"Lanai City Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lanai City Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5135","2014-2018",,,,,,,,,"Leialii Hawaiian Home Land, HI","5135",,,,,,,,,,,,,,,,,,,,,,"Leialii Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leialii Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5136","2014-2018",,,,,,,,,"Lualualei Hawaiian Home Land, HI","5136",,,,,,,,,,,,,,,,,,,,,,"Lualualei Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lualualei Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5138","2014-2018",,,,,,,,,"Maili Hawaiian Home Land, HI","5138",,,,,,,,,,,,,,,,,,,,,,"Maili Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maili Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5139","2014-2018",,,,,,,,,"Makaha Valley Hawaiian Home Land, HI","5139",,,,,,,,,,,,,,,,,,,,,,"Makaha Valley Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Makaha Valley Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5146","2014-2018",,,,,,,,,"Makuu Hawaiian Home Land, HI","5146",,,,,,,,,,,,,,,,,,,,,,"Makuu Hawaiian Home Land, HI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"Makuu Hawaiian Home Land, HI",6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,11,6,11,11,11,11,11
"G5148","2014-2018",,,,,,,,,"Maluohai Hawaiian Home Land, HI","5148",,,,,,,,,,,,,,,,,,,,,,"Maluohai Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maluohai Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5156","2014-2018",,,,,,,,,"Moloaa Hawaiian Home Land, HI","5156",,,,,,,,,,,,,,,,,,,,,,"Moloaa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moloaa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5161","2014-2018",,,,,,,,,"Nanakuli Hawaiian Home Land, HI","5161",,,,,,,,,,,,,,,,,,,,,,"Nanakuli Hawaiian Home Land, HI",3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nanakuli Hawaiian Home Land, HI",8,8,15,15,15,15,15,15,15,15,15,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"G5166","2014-2018",,,,,,,,,"Nienie Hawaiian Home Land, HI","5166",,,,,,,,,,,,,,,,,,,,,,"Nienie Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nienie Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5176","2014-2018",,,,,,,,,"Panaewa (Agricultural) Hawaiian Home Land, HI","5176",,,,,,,,,,,,,,,,,,,,,,"Panaewa (Agricultural) Hawaiian Home Land, HI",5,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Panaewa (Agricultural) Hawaiian Home Land, HI",6,5,11,11,11,11,11,11,4,11,4,11,11,11,11,11,2,11,11,11,11,11,11,11,11,11,11,11,2,11,11
"G5177","2014-2018",,,,,,,,,"Panaewa (Residential) Hawaiian Home Land, HI","5177",,,,,,,,,,,,,,,,,,,,,,"Panaewa (Residential) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Panaewa (Residential) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5179","2014-2018",,,,,,,,,"Papakolea Hawaiian Home Land, HI","5179",,,,,,,,,,,,,,,,,,,,,,"Papakolea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakolea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5181","2014-2018",,,,,,,,,"Pauahi Hawaiian Home Land, HI","5181",,,,,,,,,,,,,,,,,,,,,,"Pauahi Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pauahi Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5186","2014-2018",,,,,,,,,"Paukukalo Hawaiian Home Land, HI","5186",,,,,,,,,,,,,,,,,,,,,,"Paukukalo Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paukukalo Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5188","2014-2018",,,,,,,,,"Pearl City Hawaiian Home Land, HI","5188",,,,,,,,,,,,,,,,,,,,,,"Pearl City Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pearl City Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5193","2014-2018",,,,,,,,,"Piihonua Hawaiian Home Land, HI","5193",,,,,,,,,,,,,,,,,,,,,,"Piihonua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Piihonua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5196","2014-2018",,,,,,,,,"Ponohawaii Hawaiian Home Land, HI","5196",,,,,,,,,,,,,,,,,,,,,,"Ponohawaii Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ponohawaii Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5198","2014-2018",,,,,,,,,"Princess Kahanu Estates Hawaiian Home Land, HI","5198",,,,,,,,,,,,,,,,,,,,,,"Princess Kahanu Estates Hawaiian Home Land, HI",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,5,0,0,0,0,0,2,0,5,0,0,0,"Princess Kahanu Estates Hawaiian Home Land, HI",19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,6,11,9,11,11,11,11,11,4,11,9,11,11,11
"G5199","2014-2018",,,,,,,,,"Pulehunui Hawaiian Home Land, HI","5199",,,,,,,,,,,,,,,,,,,,,,"Pulehunui Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pulehunui Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5201","2014-2018",,,,,,,,,"Puukapu Hawaiian Home Land, HI","5201",,,,,,,,,,,,,,,,,,,,,,"Puukapu Hawaiian Home Land, HI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Puukapu Hawaiian Home Land, HI",4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,4,11,11,11,11
"G5213","2014-2018",,,,,,,,,"South Maui Hawaiian Home Land, HI","5213",,,,,,,,,,,,,,,,,,,,,,"South Maui Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Maui Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5216","2014-2018",,,,,,,,,"Ualapue Hawaiian Home Land, HI","5216",,,,,,,,,,,,,,,,,,,,,,"Ualapue Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ualapue Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5222","2014-2018",,,,,,,,,"Upolu Hawaiian Home Land, HI","5222",,,,,,,,,,,,,,,,,,,,,,"Upolu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Upolu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5223","2014-2018",,,,,,,,,"Waiahole Hawaiian Home Land, HI","5223",,,,,,,,,,,,,,,,,,,,,,"Waiahole Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiahole Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5236","2014-2018",,,,,,,,,"Waiakea Hawaiian Home Land, HI","5236",,,,,,,,,,,,,,,,,,,,,,"Waiakea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiakea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5238","2014-2018",,,,,,,,,"Waianae Hawaiian Home Land, HI","5238",,,,,,,,,,,,,,,,,,,,,,"Waianae Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waianae Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5239","2014-2018",,,,,,,,,"Waianae Kai Hawaiian Home Land, HI","5239",,,,,,,,,,,,,,,,,,,,,,"Waianae Kai Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waianae Kai Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5241","2014-2018",,,,,,,,,"Waiehu Hawaiian Home Land, HI","5241",,,,,,,,,,,,,,,,,,,,,,"Waiehu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiehu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5248","2014-2018",,,,,,,,,"Waiku-Hana Hawaiian Home Land, HI","5248",,,,,,,,,,,,,,,,,,,,,,"Waiku-Hana Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiku-Hana Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5251","2014-2018",,,,,,,,,"Wailau Hawaiian Home Land, HI","5251",,,,,,,,,,,,,,,,,,,,,,"Wailau Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wailau Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5256","2014-2018",,,,,,,,,"Wailua Hawaiian Home Land, HI","5256",,,,,,,,,,,,,,,,,,,,,,"Wailua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wailua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5271","2014-2018",,,,,,,,,"Waimanalo Hawaiian Home Land, HI","5271",,,,,,,,,,,,,,,,,,,,,,"Waimanalo Hawaiian Home Land, HI",6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Waimanalo Hawaiian Home Land, HI",8,5,11,11,11,11,11,11,11,11,11,11,5,11,11,11,6,11,11,11,11,11,11,11,6,11,11,11,11,11,11
"G5276","2014-2018",,,,,,,,,"Waimanu Hawaiian Home Land, HI","5276",,,,,,,,,,,,,,,,,,,,,,"Waimanu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waimanu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5281","2014-2018",,,,,,,,,"Waimea Hawaiian Home Land, HI","5281",,,,,,,,,,,,,,,,,,,,,,"Waimea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waimea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5283","2014-2018",,,,,,,,,"Waiohinu Hawaiian Home Land, HI","5283",,,,,,,,,,,,,,,,,,,,,,"Waiohinu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiohinu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5286","2014-2018",,,,,,,,,"Waiohuli (Residential) Hawaiian Home Land, HI","5286",,,,,,,,,,,,,,,,,,,,,,"Waiohuli (Residential) Hawaiian Home Land, HI",9,9,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiohuli (Residential) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5540","2014-2018",,,,,,,,,"Caddo-Wichita-Delaware OTSA, OK","5540",,,,,,,,,,,,,,,,,,,,,,"Caddo-Wichita-Delaware OTSA, OK",1198,554,69,65,44,31,18,14,63,30,52,56,54,22,31,5,644,60,75,72,24,39,37,30,41,80,55,64,42,21,4,"Caddo-Wichita-Delaware OTSA, OK",207,117,35,31,18,14,14,12,37,18,23,28,23,13,18,8,110,32,28,24,16,31,25,15,20,29,25,21,18,14,8
"G5550","2014-2018",,,,,,,,,"Cherokee OTSA, OK","5550",,,,,,,,,,,,,,,,,,,,,,"Cherokee OTSA, OK",87352,43173,3237,3936,3698,2532,1533,3749,3226,2595,5252,5114,4240,2776,1035,250,44179,3022,3621,3829,2304,1475,3567,3016,2945,5347,5227,4887,3144,1436,359,"Cherokee OTSA, OK",1206,743,154,304,263,177,126,215,176,180,221,212,186,121,102,55,770,201,278,196,165,130,242,198,189,228,214,198,167,131,81
"G5560","2014-2018",,,,,,,,,"Cheyenne-Arapaho OTSA, OK","5560",,,,,,,,,,,,,,,,,,,,,,"Cheyenne-Arapaho OTSA, OK",6975,3650,357,283,205,152,184,293,388,399,308,482,398,144,53,4,3325,264,336,219,101,136,378,300,253,396,458,294,154,30,6,"Cheyenne-Arapaho OTSA, OK",644,389,102,86,78,64,114,108,151,77,114,108,67,53,39,7,359,96,116,126,51,57,122,110,97,119,101,81,50,32,8
"G5580","2014-2018",,,,,,,,,"Chickasaw OTSA, OK","5580",,,,,,,,,,,,,,,,,,,,,,"Chickasaw OTSA, OK",21972,10497,770,1002,1032,756,356,776,803,632,1188,1286,1006,627,219,44,11475,979,931,1047,566,390,857,853,721,1387,1123,1378,846,269,128,"Chickasaw OTSA, OK",814,404,119,156,142,94,73,111,106,95,125,120,98,84,65,34,551,116,120,149,84,84,144,105,88,122,113,141,107,65,48
"G5590","2014-2018",,,,,,,,,"Choctaw OTSA, OK","5590",,,,,,,,,,,,,,,,,,,,,,"Choctaw OTSA, OK",28150,13991,1254,1297,1418,730,437,1071,964,1009,1672,1468,1320,877,379,95,14159,1251,1263,1275,720,464,986,946,964,1520,1516,1547,1026,457,224,"Choctaw OTSA, OK",622,402,128,109,139,80,65,96,107,101,123,90,87,75,59,36,381,111,128,120,81,71,98,91,73,106,87,98,81,74,52
"G5600","2014-2018",,,,,,,,,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK","5600",,,,,,,,,,,,,,,,,,,,,,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",8977,4436,284,403,403,282,186,374,307,163,626,482,539,280,69,38,4541,415,493,405,232,67,256,283,294,558,476,583,326,77,76,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",595,334,71,92,93,84,77,99,104,57,103,99,94,72,39,37,381,101,112,94,71,41,82,73,78,94,86,105,86,33,58
"G5620","2014-2018",,,,,,,,,"Creek OTSA, OK","5620",,,,,,,,,,,,,,,,,,,,,,"Creek OTSA, OK",57716,28196,2015,2254,2608,1525,898,2551,2291,1960,3720,3357,2894,1444,551,128,29520,2109,2377,2376,1438,885,2205,2271,1996,4020,3482,3279,1925,765,392,"Creek OTSA, OK",1216,726,171,199,223,131,105,198,171,176,228,170,181,121,94,43,740,165,199,208,135,143,178,176,160,252,202,189,149,107,91
"G5640","2014-2018",,,,,,,,,"Eastern Shawnee OTSA, OK","5640",,,,,,,,,,,,,,,,,,,,,,"Eastern Shawnee OTSA, OK",171,93,14,7,6,6,6,8,8,2,8,10,11,4,3,0,78,4,8,6,5,5,2,1,5,11,9,7,14,1,0,"Eastern Shawnee OTSA, OK",38,25,7,12,6,5,5,5,5,4,5,5,5,4,3,9,20,3,8,4,5,4,6,2,4,5,8,5,10,3,9
"G5670","2014-2018",,,,,,,,,"Iowa OTSA, OK","5670",,,,,,,,,,,,,,,,,,,,,,"Iowa OTSA, OK",314,135,12,3,27,0,0,1,3,12,12,31,18,11,5,0,179,19,18,6,7,7,16,0,18,9,12,55,10,0,2,"Iowa OTSA, OK",89,49,16,4,32,13,13,3,5,14,11,20,12,7,8,13,57,14,18,11,13,8,18,13,17,10,8,23,13,13,3
