GISJOIN,YEAR,NATION,NATIONA,NAME_E,ABK3E001,ABK3E002,ABK3E003,ABK3E004,ABK3E005,ABK3E006,ABK3E007,ABK3E008,ABK3E009,ABK3E010,ABK3E011,ABK3E012,ABK3E013,ABK3E014,ABK3E015,ABK3E016,ABK3E017,ABK3E018,ABK3E019,ABK3E020,ABK3E021,ABK3E022,ABK3E023,ABK3E024,ABK3E025,ABK3E026,ABK3E027,ABK3E028,ABK3E029,ABK3E030,ABK3E031,NAME_M,ABK3M001,ABK3M002,ABK3M003,ABK3M004,ABK3M005,ABK3M006,ABK3M007,ABK3M008,ABK3M009,ABK3M010,ABK3M011,ABK3M012,ABK3M013,ABK3M014,ABK3M015,ABK3M016,ABK3M017,ABK3M018,ABK3M019,ABK3M020,ABK3M021,ABK3M022,ABK3M023,ABK3M024,ABK3M025,ABK3M026,ABK3M027,ABK3M028,ABK3M029,ABK3M030,ABK3M031
"G1","2010-2014","United States","1","United States",2565520,1276077,97208,103734,105522,65094,45853,110810,96045,88536,166999,173393,129431,63742,24228,5482,1289443,94161,99362,99820,61385,43050,105269,92970,88525,170676,177730,140670,72208,32407,11210,"United States",13792,7671,1523,1791,1924,1231,1149,2013,1863,1704,2113,2521,1531,1045,746,485,7599,1646,1974,1489,1289,1331,1870,1537,1313,1882,2241,1857,1175,868,617
